Year,Serie,Región,Value
2010,Proporción de personas que utilizan Internet,España,63.53
2011,Proporción de personas que utilizan Internet,España,66.47
2012,Proporción de personas que utilizan Internet,España,69.48
2013,Proporción de personas que utilizan Internet,España,71.64
2014,Proporción de personas que utilizan Internet,España,76.19
2015,Proporción de personas que utilizan Internet,España,78.69
2016,Proporción de personas que utilizan Internet,España,80.56
2017,Proporción de personas que utilizan Internet,España,84.6
2018,Proporción de personas que utilizan Internet,España,86.11
2019,Proporción de personas que utilizan Internet,España,90.72
2020,Proporción de personas que utilizan Internet,España,93.21
2021,Proporción de personas que utilizan Internet,España,93.9
2010,Proporción de personas que utilizan Internet,Cantabria,62.73
2011,Proporción de personas que utilizan Internet,Cantabria,69.6
2012,Proporción de personas que utilizan Internet,Cantabria,70.42
2013,Proporción de personas que utilizan Internet,Cantabria,73.9
2014,Proporción de personas que utilizan Internet,Cantabria,74.84
2015,Proporción de personas que utilizan Internet,Cantabria,78.81
2016,Proporción de personas que utilizan Internet,Cantabria,80.08
2017,Proporción de personas que utilizan Internet,Cantabria,82.74
2018,Proporción de personas que utilizan Internet,Cantabria,82.32
2019,Proporción de personas que utilizan Internet,Cantabria,89.12
2020,Proporción de personas que utilizan Internet,Cantabria,91.66
2021,Proporción de personas que utilizan Internet,Cantabria,92.46
