Year,Serie,RefArea,Value
2010,Tasa neta de escolarización a los 5 años,España,98.5
2011,Tasa neta de escolarización a los 5 años,España,98.1
2012,Tasa neta de escolarización a los 5 años,España,97.7
2013,Tasa neta de escolarización a los 5 años,España,97.5
2014,Tasa neta de escolarización a los 5 años,España,97.1
2015,Tasa neta de escolarización a los 5 años,España,97.9
2016,Tasa neta de escolarización a los 5 años,España,98.1
2017,Tasa neta de escolarización a los 5 años,España,97.1
2018,Tasa neta de escolarización a los 5 años,España,98.4
2019,Tasa neta de escolarización a los 5 años,España,98.2
2020,Tasa neta de escolarización a los 5 años,España,98.0
2021,Tasa neta de escolarización a los 5 años,España,97.3
2010,Tasa neta de escolarización a los 5 años,Cantabria,96.9
2011,Tasa neta de escolarización a los 5 años,Cantabria,97.1
2012,Tasa neta de escolarización a los 5 años,Cantabria,96.8
2013,Tasa neta de escolarización a los 5 años,Cantabria,96.2
2014,Tasa neta de escolarización a los 5 años,Cantabria,96.1
2015,Tasa neta de escolarización a los 5 años,Cantabria,96.3
2016,Tasa neta de escolarización a los 5 años,Cantabria,96.6
2017,Tasa neta de escolarización a los 5 años,Cantabria,97.9
2018,Tasa neta de escolarización a los 5 años,Cantabria,97.3
2019,Tasa neta de escolarización a los 5 años,Cantabria,98.9
2020,Tasa neta de escolarización a los 5 años,Cantabria,99.0
2021,Tasa neta de escolarización a los 5 años,Cantabria,98.9
2010,Tasa neta de escolarización de los niños de 5 años,España,97.9
2011,Tasa neta de escolarización de los niños de 5 años,España,97.5
2012,Tasa neta de escolarización de los niños de 5 años,España,97.5
2013,Tasa neta de escolarización de los niños de 5 años,España,97.2
2014,Tasa neta de escolarización de los niños de 5 años,España,96.9
2015,Tasa neta de escolarización de los niños de 5 años,España,97.7
2016,Tasa neta de escolarización de los niños de 5 años,España,98.0
2017,Tasa neta de escolarización de los niños de 5 años,España,97.0
2018,Tasa neta de escolarización de los niños de 5 años,España,98.3
2019,Tasa neta de escolarización de los niños de 5 años,España,98.0
2021,Tasa neta de escolarización de los niños de 5 años,España,97.3
2010,Tasa neta de escolarización de los niños de 5 años,Cantabria,97.6
2011,Tasa neta de escolarización de los niños de 5 años,Cantabria,97.4
2012,Tasa neta de escolarización de los niños de 5 años,Cantabria,94.6
2013,Tasa neta de escolarización de los niños de 5 años,Cantabria,95.0
2014,Tasa neta de escolarización de los niños de 5 años,Cantabria,93.9
2015,Tasa neta de escolarización de los niños de 5 años,Cantabria,94.4
2016,Tasa neta de escolarización de los niños de 5 años,Cantabria,95.7
2017,Tasa neta de escolarización de los niños de 5 años,Cantabria,95.4
2018,Tasa neta de escolarización de los niños de 5 años,Cantabria,97.1
2019,Tasa neta de escolarización de los niños de 5 años,Cantabria,99.1
2021,Tasa neta de escolarización de los niños de 5 años,Cantabria,98.9
2010,Tasa neta de escolarización de las niñas de 5 años,España,99.2
2011,Tasa neta de escolarización de las niñas de 5 años,España,98.8
2012,Tasa neta de escolarización de las niñas de 5 años,España,98.0
2013,Tasa neta de escolarización de las niñas de 5 años,España,97.8
2014,Tasa neta de escolarización de las niñas de 5 años,España,97.2
2015,Tasa neta de escolarización de las niñas de 5 años,España,98.1
2016,Tasa neta de escolarización de las niñas de 5 años,España,98.2
2017,Tasa neta de escolarización de las niñas de 5 años,España,97.2
2018,Tasa neta de escolarización de las niñas de 5 años,España,98.5
2019,Tasa neta de escolarización de las niñas de 5 años,España,98.3
2021,Tasa neta de escolarización de las niñas de 5 años,España,97.4
2010,Tasa neta de escolarización de las niñas de 5 años,Cantabria,96.1
2011,Tasa neta de escolarización de las niñas de 5 años,Cantabria,96.8
2012,Tasa neta de escolarización de las niñas de 5 años,Cantabria,99.3
2013,Tasa neta de escolarización de las niñas de 5 años,Cantabria,97.5
2014,Tasa neta de escolarización de las niñas de 5 años,Cantabria,98.6
2015,Tasa neta de escolarización de las niñas de 5 años,Cantabria,98.4
2016,Tasa neta de escolarización de las niñas de 5 años,Cantabria,97.5
2017,Tasa neta de escolarización de las niñas de 5 años,Cantabria,100.0
2018,Tasa neta de escolarización de las niñas de 5 años,Cantabria,97.5
2019,Tasa neta de escolarización de las niñas de 5 años,Cantabria,98.7
2021,Tasa neta de escolarización de las niñas de 5 años,Cantabria,99.0
